#iterationNumber	varNumber	clauseNumber	itertionTime
1	3636	9331	0.1565s
2	6802	12656	0.0611s
3	9968	20960	0.06896s
4	13134	22492	0.06895s
5	16300	30796	0.07964s
6	19466	32397	0.0721s
7	22632	37625	0.08779s
8	25798	42641	0.09497s
9	28964	50941	0.09504s
10	32130	52182	0.08715s
11	35296	55937	0.1122s
12	38462	64223	0.1056s
13	41628	64455	0.1106s
14	44794	66891	0.08675s
15	47960	75161	0.1086s
16	51126	73739	0.1072s
17	54292	81985	0.1409s
18	57458	79609	0.2101s
19	60624	81169	0.1056s
20	63790	89383	0.1538s
21	66956	88369	0.122s
22	70122	96557	0.1626s
23	73288	92648	0.144s
24	76454	94689	0.109s
25	79620	102847	0.1722s
26	82786	99542	0.1595s
27	85952	97519	0.1136s
28	89118	105631	0.1174s
29	92284	100161	0.1427s
30	95450	108259	0.1642s
31	98616	105576	0.1121s
32	101782	113656	0.2088s
33	104948	100161	0.1727s
34	108114	91762	0.08655s
35	111280	82950	0.1145s
36	114446	83148	0.1167s
37	117612	85198	0.08347s
38	120778	93158	0.1s
39	123944	86264	0.116s
40	127110	76947	0.1183s
41	130276	73114	0.08201s
42	133442	80996	0.9077s
This is the last UNSAT round.
