#iterationNumber	varNumber	clauseNumber	itertionTime
1	2586	6741	0.1153s
2	4702	8892	0.04137s
3	6818	14396	0.04181s
4	8934	19900	0.04797s
5	11050	16501	0.04583s
6	13166	21997	0.04901s
7	15282	21075	0.0452s
8	17398	26563	0.05473s
9	19514	26109	0.05705s
10	21630	31585	0.06551s
11	23746	30057	0.05827s
12	25862	31957	0.08445s
13	27978	32419	0.06359s
14	30094	37863	0.08774s
15	32210	30640	0.06297s
16	34326	36030	0.07817s
17	36442	33262	0.06669s
18	38558	38594	0.08142s
19	40674	26453	0.06541s
20	42790	31763	0.07349s
21	44906	25468	0.07168s
22	47022	26440	0.07735s
23	49138	26135	0.06856s
24	51254	31419	0.1034s
25	53370	21313	0.1366s
This is the last UNSAT round.
