#iterationNumber	varNumber	clauseNumber	itertionTime
1	4086	10441	0.1721s
2	7702	14194	0.07091s
3	11318	23698	0.07893s
4	14934	26490	0.08443s
5	18550	32461	0.07845s
6	22166	38281	0.09012s
7	25782	47783	0.0971s
8	29398	49905	0.1004s
9	33014	55542	0.1053s
10	36630	60296	0.05788s
11	40246	69768	0.187s
12	43862	69621	0.0766s
13	47478	79061	0.1075s
14	51094	78641	0.06247s
15	54710	88063	0.08354s
16	58326	89777	0.1216s
17	61942	94338	0.09523s
18	65558	99383	0.07395s
19	69174	108789	0.111s
20	72790	109238	0.1111s
21	76406	113669	0.1148s
22	80022	118473	0.08593s
23	83638	127865	0.1921s
24	87254	127029	0.2604s
25	90870	123446	0.1277s
26	94486	132776	0.2078s
27	98102	130673	0.2082s
28	101718	132020	0.2601s
29	105334	126836	0.2597s
30	108950	126805	0.253s
31	112566	130931	0.1397s
32	116182	140183	0.6211s
33	119798	122906	0.1563s
34	123414	132088	0.2076s
35	127030	121155	0.2324s
36	130646	124375	0.1271s
37	134262	133471	0.1817s
38	137878	142563	0.2214s
39	141494	112861	0.2032s
40	145110	115077	0.1571s
41	148726	124135	0.2095s
42	152342	103233	0.1623s
43	155958	112271	0.5153s
44	159574	93839	0.5271s
This is the last UNSAT round.
