#iterationNumber	varNumber	clauseNumber	itertionTime
1	3036	7851	0.1027s
2	5602	10501	0.04793s
3	8168	17205	0.05034s
4	10734	23909	0.05537s
5	13300	30605	0.06196s
6	15866	24349	0.06382s
7	18432	31045	0.07136s
8	20998	31671	0.07233s
9	23564	38367	0.07194s
10	26130	45063	0.08584s
11	28696	42280	0.08352s
12	31262	48976	0.0884s
13	33828	49087	0.08477s
14	36394	55777	0.09283s
15	38960	55678	0.07954s
16	41526	62366	0.08382s
17	44092	62604	0.08067s
18	46658	69286	0.1126s
19	49224	62770	0.08335s
20	51790	69392	0.09244s
21	54356	64378	0.08868s
22	56922	70996	0.1016s
23	59488	68142	0.07549s
24	62054	74754	0.08694s
25	64620	81362	0.09969s
26	67186	76318	0.08789s
27	69752	82924	0.1267s
28	72318	81105	0.09633s
29	74884	87701	0.1399s
30	77450	83597	0.09782s
31	80016	84132	0.1117s
32	82582	90692	0.1185s
33	85148	85021	0.163s
34	87714	58690	0.1293s
35	90280	54752	0.09281s
36	92846	61188	0.1116s
37	95412	53144	0.0793s
38	97978	54099	0.09135s
39	100544	54192	0.1059s
40	103110	49423	0.1251s
41	105676	55799	0.3522s
This is the last UNSAT round.
