#iterationNumber	varNumber	clauseNumber	itertionTime
1	2136	5631	0.09794s
2	3802	7143	0.03286s
3	5468	11447	0.03404s
4	7134	15735	0.03604s
5	8800	10886	0.036s
6	10466	15166	0.03934s
7	12132	13058	0.03748s
8	13798	17328	0.04028s
9	15464	14749	0.04336s
10	17130	18999	0.0453s
11	18796	15943	0.04429s
12	20462	15350	0.04302s
13	22128	19572	0.04334s
14	23794	23778	0.04815s
15	25460	16748	0.04397s
16	27126	20942	0.0468s
17	28792	25128	0.05023s
18	30458	16274	0.0464s
19	32124	20456	0.04751s
20	33790	24634	0.05721s
21	35456	16099	0.1645s
This is the last UNSAT round.
