#iterationNumber	varNumber	clauseNumber	itertionTime
1	2286	6001	0.1012s
2	4102	7715	0.03413s
3	5918	12419	0.03635s
4	7734	17123	0.03823s
5	9550	13493	0.03801s
6	11366	18181	0.03882s
7	13182	22869	0.04605s
8	14998	18609	0.04535s
9	16814	19610	0.04879s
10	18630	19971	0.04529s
11	20446	24623	0.04669s
12	22262	29267	0.05609s
13	24078	25342	0.05446s
14	25894	26871	0.07164s
15	27710	26676	0.06336s
16	29526	25746	0.05627s
17	31342	25407	0.05832s
18	33158	30005	0.05602s
19	34974	27702	0.05305s
20	36790	32286	0.05499s
21	38606	36860	0.06308s
22	40422	26336	0.077s
23	42238	24620	0.05682s
24	44054	29146	0.06552s
25	45870	17461	0.2113s
This is the last UNSAT round.
