#iterationNumber	varNumber	clauseNumber	itertionTime
1	3486	8961	0.1488s
2	6502	12084	0.06351s
3	9518	19988	0.06627s
4	12534	27892	0.0712s
5	15550	26268	0.07027s
6	18566	34168	0.07001s
7	21582	42068	0.07845s
8	24598	39991	0.07693s
9	27614	47889	0.0769s
10	30630	55783	0.08344s
11	33646	53459	0.1169s
12	36662	58175	0.08925s
13	39678	66063	0.09629s
14	42694	66758	0.1039s
15	45710	74634	0.09455s
16	48726	74360	0.09857s
17	51742	82234	0.1451s
18	54758	82472	0.2124s
19	57774	83797	0.1829s
20	60790	86083	0.2272s
21	63806	84888	0.1379s
22	66822	86903	0.1207s
23	69838	94675	0.107s
24	72854	91720	0.2747s
25	75870	82473	0.1849s
26	78886	67767	0.1076s
27	81902	68479	0.1273s
28	84918	65138	0.1582s
29	87934	66756	0.2705s
30	90950	61424	0.2099s
31	93966	61681	0.1263s
32	96982	61297	0.1804s
33	99998	60007	0.122s
34	103014	67533	0.1484s
35	106030	60576	0.3577s
This is the last UNSAT round.
