#iterationNumber	varNumber	clauseNumber	itertionTime
1	5645	14496	0.1486s
2	10351	18772	0.05378s
3	15057	31208	0.06422s
4	19763	31227	0.09697s
5	24469	37252	0.06736s
6	29175	49676	0.08752s
7	33881	48374	0.07328s
8	38587	54566	0.1774s
9	43293	60413	0.1223s
10	47999	65972	0.1122s
11	52705	70716	0.2039s
12	57411	69273	0.1227s
13	62117	72509	0.07534s
14	66823	84819	0.2308s
15	71529	78970	0.09056s
16	76235	91260	0.0937s
17	80941	89325	0.2345s
18	85647	82366	0.1553s
19	90353	83732	0.17s
20	95059	88385	0.1134s
21	99765	93509	0.1042s
22	104471	105711	0.1099s
23	109177	104180	0.1074s
24	113883	116378	0.1144s
25	118589	112580	0.1402s
26	123295	116001	0.1226s
27	128001	128195	0.1753s
28	132707	125374	0.1281s
29	137413	128451	0.1979s
30	142119	131636	0.1578s
31	146825	135452	0.152s
This is the last UNSAT round.
