#iterationNumber	varNumber	clauseNumber	itertionTime
1	6395	16346	0.167s
2	11851	21407	0.06224s
3	17307	35843	0.07441s
4	22763	36787	0.073s
5	28219	45248	0.1027s
6	33675	52394	0.1181s
7	39131	59966	0.128s
8	44587	67443	0.1421s
9	50043	73530	0.09512s
10	55499	80360	0.1511s
11	60955	86870	0.4023s
12	66411	87796	0.2027s
13	71867	88529	0.1298s
14	77323	95143	0.1297s
15	82779	101839	0.1337s
16	88235	108504	0.2903s
17	93691	110988	0.3223s
18	99147	112644	0.1485s
19	104603	117414	0.1818s
20	110059	122793	0.114s
21	115515	128327	0.1196s
22	120971	142547	0.251s
23	126427	138292	0.5194s
24	131883	137642	0.3695s
25	137339	140588	0.4074s
26	142795	144567	0.1333s
27	148251	150364	0.1407s
28	153707	164514	0.161s
29	159163	163228	0.3335s
This is the last UNSAT round.
