#iterationNumber	varNumber	clauseNumber	itertionTime
1	7295	18566	0.1873s
2	13651	24731	0.07764s
3	20007	41567	0.08846s
4	26363	45105	0.1022s
5	32719	55341	0.1366s
6	39075	66516	0.1643s
7	45431	77066	0.237s
8	51787	86442	0.144s
9	58143	96370	0.3402s
10	64499	103535	0.3943s
11	70855	108202	0.4724s
12	77211	114244	0.1679s
13	83567	123456	0.2185s
14	89923	132300	0.2321s
15	96279	140795	0.3822s
16	102635	149440	0.1721s
17	108991	157339	0.1902s
18	115347	165428	0.1706s
19	121703	174290	0.3847s
20	128059	180444	0.1745s
21	134415	188212	1.435s
22	140771	168393	0.3359s
23	147127	175470	0.4621s
24	153483	179946	0.2475s
25	159839	187440	0.244s
26	166195	191727	0.2936s
27	172551	198167	0.1879s
28	178907	207149	0.3289s
29	185263	215647	0.1987s
30	191619	222331	0.2054s
31	197975	238781	0.3493s
32	204331	239205	0.2901s
33	210687	247741	0.3858s
34	217043	249497	0.1766s
35	223399	265921	0.4309s
36	229755	261183	0.2365s
37	236111	266560	0.4511s
This is the last UNSAT round.
