#iterationNumber	varNumber	clauseNumber	itertionTime
1	1526	4002	0.03983s
2	2848	5557	0.01508s
3	4170	9043	0.01543s
4	5492	12523	0.01661s
5	6814	9904	0.01685s
6	8136	13374	0.01945s
7	9458	12286	0.01769s
8	10780	15746	0.02077s
9	12102	14868	0.01961s
10	13424	16219	0.01962s
11	14746	19673	0.02212s
12	16068	18109	0.02436s
13	17390	18344	0.02047s
14	18712	21782	0.02278s
15	20034	25218	0.02515s
16	21356	21572	0.02496s
17	22678	21109	0.02459s
18	24000	24527	0.02663s
19	25322	23211	0.02544s
20	26644	22218	0.02531s
21	27966	25616	0.02874s
22	29288	22901	0.03584s
23	30610	19010	0.02312s
This is the last UNSAT round.
