#iterationNumber	varNumber	clauseNumber	itertionTime
1	1376	3634	0.03632s
2	2548	5018	0.01381s
3	3720	8114	0.01374s
4	4892	11208	0.01478s
5	6064	8563	0.01495s
6	7236	11653	0.01597s
7	8408	10763	0.01653s
8	9580	13835	0.01694s
9	10752	12179	0.01765s
10	11924	15239	0.0206s
11	13096	13802	0.0193s
12	14268	14326	0.01763s
13	15440	17376	0.01897s
14	16612	15617	0.01929s
15	17784	18659	0.02111s
16	18956	16905	0.0215s
17	20128	19939	0.02123s
18	21300	17577	0.02035s
19	22472	20599	0.02608s
20	23644	18634	0.02115s
21	24816	21632	0.02257s
This is the last UNSAT round.
