#iterationNumber	varNumber	clauseNumber	itertionTime
1	1676	4368	0.04275s
2	3148	6144	0.01635s
3	4620	10030	0.01682s
4	6092	13912	0.01895s
5	7564	11065	0.01912s
6	9036	12699	0.01858s
7	10508	16575	0.02181s
8	11980	16046	0.02101s
9	13452	19914	0.02339s
10	14924	19583	0.02213s
11	16396	23447	0.02264s
12	17868	22911	0.02304s
13	19340	26771	0.02348s
14	20812	30631	0.02545s
15	22284	27247	0.0328s
16	23756	28671	0.02915s
17	25228	30148	0.02633s
18	26700	34004	0.02689s
19	28172	37860	0.03638s
20	29644	32022	0.02662s
21	31116	35854	0.03038s
22	32588	39686	0.03417s
23	34060	36272	0.03175s
24	35532	40100	0.0481s
25	37004	31542	0.03088s
26	38476	29196	0.03294s
27	39948	32948	0.03213s
28	41420	28707	0.0277s
This is the last UNSAT round.
