#iterationNumber	varNumber	clauseNumber	itertionTime
1	1226	3266	0.03235s
2	2248	4492	0.01197s
3	3270	7190	0.01203s
4	4292	9888	0.01231s
5	5314	12586	0.01342s
6	6336	8460	0.01354s
7	7358	11154	0.01369s
8	8380	13844	0.01477s
9	9402	11082	0.01463s
10	10424	13766	0.01516s
11	11446	16450	0.01603s
12	12468	13482	0.01553s
13	13490	16166	0.01613s
14	14512	18850	0.01621s
15	15534	21534	0.01749s
16	16556	16776	0.01701s
17	17578	19460	0.01759s
18	18600	22144	0.02084s
19	19622	18770	0.01825s
20	20644	21448	0.01868s
21	21666	24118	0.01898s
22	22688	26788	0.02314s
23	23710	21185	0.02194s
24	24732	21963	0.02441s
25	25754	22441	0.02316s
26	26776	25093	0.02816s
27	27798	17911	0.02077s
28	28820	20527	0.02842s
29	29842	15377	0.01427s
This is the last UNSAT round.
