#iterationNumber	varNumber	clauseNumber	itertionTime
1	2276	5848	0.0564s
2	4348	8234	0.02296s
3	6420	13724	0.02468s
4	8492	19210	0.02616s
5	10564	17068	0.02701s
6	12636	22548	0.0276s
7	14708	22556	0.02863s
8	16780	28036	0.02904s
9	18852	33516	0.03135s
10	20924	31320	0.03035s
11	22996	36800	0.03723s
12	25068	37200	0.03998s
13	27140	42680	0.03862s
14	29212	43003	0.03611s
15	31284	48477	0.03738s
16	33356	53951	0.03851s
17	35428	51503	0.047s
18	37500	56977	0.04203s
19	39572	57243	0.07742s
20	41644	58308	0.04248s
21	43716	60915	0.04406s
22	45788	66365	0.05122s
23	47860	71815	0.06143s
24	49932	68346	0.05263s
25	52004	70359	0.05086s
26	54076	75805	0.04542s
27	56148	81251	0.05035s
28	58220	78116	0.04643s
29	60292	83562	0.0512s
30	62364	89008	0.05163s
31	64436	94454	0.05637s
32	66508	88746	0.05665s
33	68580	94192	0.06993s
34	70652	99636	0.06478s
35	72724	96190	0.05839s
36	74796	101634	0.06092s
37	76868	101382	0.06812s
38	78940	106820	0.05808s
39	81012	105454	0.06665s
40	83084	110892	0.07487s
41	85156	116330	0.06683s
42	87228	113283	0.06411s
43	89300	118721	0.0601s
44	91372	124159	0.07279s
45	93444	129595	0.1937s
46	95516	122825	0.1206s
47	97588	121614	0.08778s
48	99660	127030	0.06821s
49	101732	125435	0.1081s
50	103804	127151	0.2347s
51	105876	123027	0.1622s
52	107948	117988	0.06764s
53	110020	123358	0.07805s
54	112092	128726	0.08213s
55	114164	134094	0.1419s
56	116236	118437	0.08096s
57	118308	118175	0.09192s
58	120380	123491	0.1589s
59	122452	57921	0.06455s
60	124524	63115	0.06918s
61	126596	59486	0.06764s
62	128668	64672	0.03419s
This is the last UNSAT round.
