#iterationNumber	varNumber	clauseNumber	itertionTime
1	6777	17150	0.1793s
2	11911	19712	0.05635s
3	17045	32234	0.06139s
4	22179	27727	0.06756s
5	27313	31758	0.07084s
6	32447	44272	0.1185s
7	37581	39425	0.1093s
8	42715	51935	0.1224s
9	47849	46984	0.1162s
10	52983	59486	0.1187s
11	58117	71988	0.1283s
12	63251	84490	0.135s
13	68385	61625	0.127s
14	73519	74127	0.1683s
15	78653	69152	0.1408s
16	83787	81652	0.1587s
17	88921	76287	0.1551s
18	94055	88781	0.1657s
19	99189	83223	0.2337s
20	104323	83436	0.1995s
21	109457	95900	0.1677s
22	114591	90796	0.1223s
23	119725	103258	0.1322s
24	124859	115720	0.2335s
25	129993	101634	0.2552s
26	135127	104026	0.2316s
27	140261	106912	0.5733s
28	145395	103756	0.4858s
29	150529	105233	0.1443s
30	155663	108443	0.3147s
31	160797	108575	0.07671s
This is the last UNSAT round.
