#iterationNumber	varNumber	clauseNumber	itertionTime
1	5577	14190	0.1458s
2	9511	15188	0.04118s
3	13445	24508	0.04308s
4	17379	33820	0.04378s
5	21313	43132	0.04752s
6	25247	20889	0.04693s
7	29181	30197	0.05003s
8	33115	23515	0.05435s
9	37049	24852	0.0532s
10	40983	34156	0.05505s
11	44917	27403	0.05955s
12	48851	28675	0.05812s
13	52785	37977	0.05876s
14	56719	31384	0.0601s
15	60653	40686	0.06794s
16	64587	34206	0.06651s
17	68521	35295	0.06099s
18	72455	44591	0.06265s
19	76389	53887	0.06516s
20	80323	63183	0.08191s
21	84257	40326	0.1247s
22	88191	38929	0.1089s
23	92125	39259	0.08574s
This is the last UNSAT round.
