#iterationNumber	varNumber	clauseNumber	itertionTime
1	6477	16410	0.2847s
2	11311	18387	0.08903s
3	16145	30109	0.09662s
4	20979	24454	0.09214s
5	25813	36176	0.1072s
6	30647	30811	0.1001s
7	35481	33828	0.1253s
8	40315	36815	0.1183s
9	45149	40014	0.118s
10	49983	51726	0.122s
11	54817	46356	0.1266s
12	59651	58064	0.1455s
13	64485	52420	0.1581s
14	69319	55380	0.1483s
15	74153	58284	0.169s
16	78987	60705	0.1312s
17	83821	72391	0.169s
18	88655	66937	0.1669s
19	93489	70060	0.1882s
20	98323	72781	0.2665s
21	103157	73839	0.3151s
22	107991	75013	0.1728s
23	112825	77960	0.2898s
24	117659	79386	0.1923s
25	122493	81655	0.2944s
26	127327	83078	0.211s
27	132161	85640	0.5153s
This is the last UNSAT round.
