#iterationNumber	varNumber	clauseNumber	itertionTime
1	6174	15959	0.1569s
2	11728	20807	0.07083s
3	17282	31235	0.07892s
4	22836	41863	0.07522s
5	28390	52410	0.1268s
6	33944	61564	0.1272s
7	39498	72230	0.1202s
8	45052	81123	0.1258s
9	50606	91743	0.3975s
10	56160	100338	0.2876s
11	61714	110374	0.5389s
12	67268	119810	0.1723s
13	72822	130202	0.2402s
14	78376	138819	0.213s
15	83930	149044	0.7739s
16	89484	159596	0.1249s
17	95038	174454	0.6039s
18	100592	180410	0.5793s
19	106146	190835	0.2129s
20	111700	201213	0.6383s
21	117254	209498	0.9333s
22	122808	219676	3.209s
23	128362	227999	1.281s
24	133916	236630	1.921s
25	139470	242300	0.338s
26	145024	252613	0.6954s
27	150578	262820	0.6837s
28	156132	271837	0.908s
29	161686	281012	2.216s
30	167240	285902	0.4869s
31	172794	295619	6.598s
32	178348	298310	2.026s
33	183902	306630	5.191s
34	189456	313149	0.3951s
35	195010	322599	2.16s
36	200564	331548	1.521s
37	206118	340703	2.625s
38	211672	349527	4.806s
39	217226	324044	0.5061s
40	222780	332972	2.514s
41	228334	330844	0.8846s
42	233888	337463	0.8111s
43	239442	346219	3.003s
44	244996	301908	1.78s
45	250550	232537	0.4804s
46	256104	237405	0.3013s
47	261658	251793	0.3473s
48	267212	253544	0.3609s
49	272766	267924	0.1684s
This is the last UNSAT round.
