#iterationNumber	varNumber	clauseNumber	itertionTime
1	3474	9299	0.09359s
2	6328	11037	0.03336s
3	9182	18737	0.03661s
4	12036	19944	0.03804s
5	14890	24555	0.0437s
6	17744	29220	0.03828s
7	20598	33805	0.056s
8	23452	38424	0.06268s
9	26306	42576	0.07047s
10	29160	46433	0.0499s
11	32014	50723	0.06178s
12	34868	54981	0.08091s
13	37722	58915	0.08548s
14	40576	61714	0.1045s
15	43430	65832	0.1782s
16	46284	67889	0.06052s
17	49138	72187	0.1204s
18	51992	76224	0.0561s
19	54846	83898	0.07402s
20	57700	84415	0.06485s
21	60554	92089	0.1733s
22	63408	90650	0.06703s
23	66262	94290	0.09847s
24	69116	97906	0.3079s
25	71970	99934	0.177s
26	74824	103092	0.316s
27	77678	105658	0.1353s
28	80532	108934	0.2338s
29	83386	111876	0.122s
30	86240	111079	0.1795s
31	89094	112956	0.2818s
32	91948	110628	0.2116s
33	94802	113164	0.1397s
34	97656	116118	0.1218s
35	100510	119890	0.3911s
36	103364	115327	0.4102s
This is the last UNSAT round.
