#iterationNumber	varNumber	clauseNumber	itertionTime
1	7160	19019	0.3414s
2	12578	23711	0.1061s
3	17996	38207	0.1156s
4	23414	31226	0.1297s
5	28832	34774	0.1151s
6	34250	49256	0.1193s
7	39668	42854	0.08389s
8	45086	45959	0.09624s
9	50504	48572	0.09947s
10	55922	51245	0.08486s
11	61340	65689	0.145s
12	66758	58390	0.1863s
13	72176	61642	0.2357s
14	77594	62179	0.176s
15	83012	63627	0.2229s
16	88430	64732	0.1641s
17	93848	79112	0.1912s
18	99266	70949	0.1806s
19	104684	72523	0.1827s
20	110102	74829	0.1298s
21	115520	89181	0.1197s
22	120938	77788	0.1159s
23	126356	92124	0.151s
24	131774	82080	0.1818s
25	137192	85032	0.1668s
26	142610	99352	0.2186s
27	148028	89207	0.1911s
28	153446	103519	1.796s
This is the last UNSAT round.
