#iterationNumber	varNumber	clauseNumber	itertionTime
1	10760	27899	0.4958s
2	19778	37465	0.1981s
3	28796	51968	0.2258s
4	37814	64307	0.3004s
5	46832	77146	0.2966s
6	55850	89976	0.327s
7	64868	102641	0.2007s
8	73886	115973	0.42s
9	82904	128789	0.2005s
10	91922	139220	0.6156s
11	100940	149681	0.5048s
12	109958	159789	0.4281s
13	118976	168223	0.2994s
14	127994	177213	0.2401s
15	137012	189872	0.3189s
16	146030	201473	0.3322s
17	155048	212294	0.6826s
18	164066	214844	0.2586s
19	173084	223666	0.4039s
20	182102	232275	0.3273s
21	191120	243632	0.3609s
22	200138	248907	0.3135s
23	209156	259761	0.7449s
24	218174	267338	0.4597s
25	227192	276830	0.4001s
26	236210	283265	0.3462s
27	245228	293646	0.5036s
28	254246	299906	0.3647s
29	263264	323610	0.8782s
30	272282	308763	0.5845s
31	281300	313716	0.686s
32	290318	322065	0.4717s
33	299336	332832	0.4297s
34	308354	356490	0.403s
35	317372	350348	0.7284s
36	326390	340469	0.7877s
37	335408	350003	0.8967s
38	344426	355218	0.3819s
39	353444	378830	0.8393s
40	362462	373891	0.404s
41	371480	381863	1.661s
42	380498	390489	2.4s
43	389516	399802	0.6961s
44	398534	408520	1.709s
This is the last UNSAT round.
