#iterationNumber	varNumber	clauseNumber	itertionTime
1	5276	13266	0.08516s
2	10348	17932	0.04021s
3	15420	31752	0.04471s
4	20492	37490	0.05956s
5	25564	47351	0.05779s
6	30636	57312	0.06955s
7	35708	67039	0.04551s
8	40780	80853	0.05984s
9	45852	86421	0.05402s
10	50924	100229	0.1469s
11	55996	103549	0.07388s
12	61068	111230	0.06067s
13	66140	125002	0.09698s
14	71212	126800	0.09449s
15	76284	140546	0.1138s
16	81356	141940	0.06852s
17	86428	149032	0.07859s
18	91500	162746	0.08179s
19	96572	176460	0.1064s
20	101644	173622	0.08061s
21	106716	187328	0.08503s
22	111788	188304	0.199s
23	116860	187352	0.08269s
24	121932	201000	0.1394s
25	127004	201633	0.1762s
26	132076	208577	0.08167s
27	137148	222215	0.1165s
28	142220	235853	0.0999s
29	147292	232563	0.1004s
30	152364	246197	0.3624s
31	157436	245542	0.2383s
32	162508	251846	0.1244s
33	167580	265466	0.1904s
34	172652	266069	0.1051s
35	177724	279685	0.11s
36	182796	293301	0.1473s
37	187868	288279	0.1306s
38	192940	301895	0.1726s
39	198012	302871	0.1244s
40	203084	316483	0.4437s
41	208156	318422	0.3106s
42	213228	323433	0.1939s
43	218300	330778	0.1735s
44	223372	336260	0.1284s
45	228444	349862	0.1357s
46	233516	363464	0.1255s
47	238588	377066	0.1434s
48	243660	365062	0.1131s
49	248732	378664	0.2199s
50	253804	378270	0.1691s
51	258876	391868	0.1828s
52	263948	405464	0.2497s
53	269020	392925	0.1425s
54	274092	406409	0.1686s
55	279164	359440	0.1543s
56	284236	372916	0.1494s
57	289308	386392	0.1808s
58	294380	379197	0.2075s
59	299452	392509	0.173s
60	304524	310921	0.1486s
61	309596	324171	0.1754s
62	314668	280978	0.1514s
63	319740	294200	0.1779s
64	324812	307384	0.2221s
65	329884	320568	0.1739s
66	334956	269540	0.1454s
67	340028	282698	0.1532s
68	345100	295846	0.2006s
69	350172	308986	0.1111s
This is the last UNSAT round.
