#iterationNumber	varNumber	clauseNumber	itertionTime
1	1676	4386	0.03524s
2	3148	5940	0.01418s
3	4620	9920	0.01361s
4	6092	13896	0.01309s
5	7564	11998	0.01728s
6	9036	15968	0.01754s
7	10508	15514	0.01267s
8	11980	19466	0.01305s
9	13452	23418	0.02038s
10	14924	20363	0.01797s
11	16396	24315	0.01849s
12	17868	28267	0.02208s
13	19340	32219	0.02078s
14	20812	27619	0.02318s
15	22284	31567	0.02187s
16	23756	35509	0.02229s
17	25228	32195	0.01366s
18	26700	33404	0.0231s
19	28172	37332	0.02378s
20	29644	41260	0.02278s
21	31116	36776	0.01919s
22	32588	40700	0.02543s
23	34060	44620	0.02513s
24	35532	41033	0.02227s
25	37004	32333	0.02101s
26	38476	36165	0.02411s
27	39948	39997	0.02636s
28	41420	43813	0.02231s
This is the last UNSAT round.
