#iterationNumber	varNumber	clauseNumber	itertionTime
1	2126	5496	0.03456s
2	4048	7462	0.01713s
3	5970	12672	0.01822s
4	7892	17870	0.0201s
5	9814	15715	0.01896s
6	11736	17566	0.01747s
7	13658	22738	0.02057s
8	15580	27910	0.01698s
9	17502	33082	0.01893s
10	19424	26968	0.01962s
11	21346	32140	0.01916s
12	23268	31005	0.02795s
13	25190	36165	0.02257s
14	27112	36172	0.03264s
15	29034	41322	0.02958s
16	30956	39801	0.02486s
17	32878	44905	0.02679s
18	34800	50009	0.03152s
19	36722	40711	0.02853s
20	38644	45815	0.03076s
21	40566	50919	0.03087s
22	42488	46341	0.02636s
23	44410	51445	0.03284s
24	46332	56549	0.03324s
25	48254	61653	0.03582s
26	50176	54003	0.03836s
27	52098	59091	0.0406s
28	54020	64179	0.03379s
29	55942	56915	0.04226s
30	57864	61967	0.04309s
31	59786	46224	0.03306s
32	61708	51222	0.03311s
33	63630	56198	0.02606s
This is the last UNSAT round.
