#iterationNumber	varNumber	clauseNumber	itertionTime
1	3776	9566	0.05945s
2	7348	13120	0.0316s
3	10920	22840	0.02704s
4	14492	32560	0.03153s
5	18064	31654	0.03669s
6	21636	41372	0.0317s
7	25208	43721	0.04282s
8	28780	49354	0.03576s
9	32352	59042	0.06124s
10	35924	59389	0.05047s
11	39496	64372	0.04842s
12	43068	68830	0.052s
13	46640	74003	0.04924s
14	50212	83661	0.06892s
15	53784	84896	0.04582s
16	57356	94540	0.08125s
17	60928	95344	0.0595s
18	64500	99703	0.06823s
19	68072	101411	0.08793s
20	71644	103393	0.05656s
21	75216	112959	0.07886s
22	78788	108553	0.06939s
23	82360	118085	0.06018s
24	85932	113856	0.05974s
25	89504	123386	0.06848s
26	93076	120300	0.1031s
27	96648	121495	0.06519s
28	100220	123877	0.0577s
29	103792	133365	0.07583s
30	107364	142853	0.0667s
31	110936	136029	0.06552s
32	114508	145517	0.07275s
33	118080	155005	0.08016s
34	121652	164493	0.08239s
35	125224	152565	0.06616s
36	128796	162041	0.07599s
37	132368	171517	0.09933s
38	135940	161780	0.07716s
39	139512	157122	0.07897s
40	143084	166568	0.07711s
41	146656	176014	0.07518s
42	150228	185460	0.09139s
43	153800	194906	0.09884s
44	157372	178180	0.08795s
45	160944	187626	0.09969s
46	164516	197072	0.08179s
47	168088	190405	0.1294s
48	171660	180864	0.08835s
49	175232	190270	0.07667s
50	178804	199676	0.1065s
51	182376	189295	0.1054s
52	185948	198701	0.1159s
53	189520	196422	0.1072s
54	193092	205728	0.08541s
55	196664	215032	0.1082s
56	200236	161102	0.04119s
This is the last UNSAT round.
