#iterationNumber	varNumber	clauseNumber	itertionTime
1	4526	11416	0.09761s
2	8848	15847	0.03953s
3	13170	27617	0.04497s
4	17492	32360	0.04981s
5	21814	44130	0.04183s
6	26136	48978	0.04192s
7	30458	60748	0.04792s
8	34780	72518	0.05094s
9	39102	73770	0.04482s
10	43424	81862	0.04895s
11	47746	93632	0.05564s
12	52068	105402	0.05806s
13	56390	105936	0.07634s
14	60712	117706	0.0785s
15	65034	121008	0.07075s
16	69356	128870	0.1737s
17	73678	135263	0.07873s
18	78000	142579	0.06134s
19	82322	154309	0.1026s
20	86644	155941	0.1316s
21	90966	160948	0.1227s
22	95288	168451	0.0731s
23	99610	176089	0.08748s
24	103932	187799	0.09204s
25	108254	190253	0.08675s
26	112576	201961	0.06849s
27	116898	213669	0.1259s
28	121220	213058	0.07567s
29	125542	224764	0.08576s
30	129864	236468	0.2023s
31	134186	234737	0.1344s
32	138508	240431	0.1087s
33	142830	252121	0.1055s
34	147152	255179	0.08197s
35	151474	266869	0.09492s
36	155796	278559	0.5488s
37	160118	259887	0.1203s
38	164440	266824	0.1195s
39	168762	278470	0.1168s
40	173084	290116	0.124s
41	177406	286681	0.1215s
42	181728	298319	0.105s
43	186050	309957	0.1986s
44	190372	303421	0.1103s
45	194694	292368	0.1076s
46	199016	303952	0.2899s
47	203338	287526	0.1122s
48	207660	299078	0.1638s
49	211982	297551	0.1504s
50	216304	309095	0.1214s
51	220626	320615	0.1888s
52	224948	301609	0.1355s
53	229270	313115	0.1345s
54	233592	324621	0.3096s
55	237914	310653	0.1394s
56	242236	322137	0.1491s
57	246558	317471	0.1679s
58	250880	328947	0.1461s
59	255202	340409	0.13s
60	259524	351871	0.1943s
61	263846	328596	0.1685s
62	268168	340036	0.2126s
63	272490	327233	0.2489s
64	276812	328994	0.2791s
65	281134	318105	0.1491s
66	285456	329493	0.1631s
67	289778	340881	0.3409s
68	294100	322083	0.1517s
69	298422	333457	0.1422s
70	302744	344831	0.194s
71	307066	332682	0.1608s
72	311388	344048	0.1467s
73	315710	355400	0.1626s
74	320032	366752	0.2009s
75	324354	338200	0.2238s
76	328676	323227	0.1897s
77	332998	334543	0.1609s
78	337320	345855	0.1628s
79	341642	357163	0.2308s
80	345964	332080	0.2199s
81	350286	343384	0.1599s
82	354608	338179	0.1921s
83	358930	349453	0.2673s
84	363252	310536	0.2321s
85	367574	321714	0.1661s
86	371896	332832	0.1835s
87	376218	343950	0.1761s
88	380540	239846	0.1287s
89	384862	250942	0.1455s
90	389184	262032	0.06246s
This is the last UNSAT round.
