#iterationNumber	varNumber	clauseNumber	itertionTime
1	1826	4756	0.03449s
2	3448	6591	0.01313s
3	5070	10981	0.01703s
4	6692	15367	0.01128s
5	8314	13782	0.01621s
6	9936	18160	0.008511s
7	11558	22538	0.01959s
8	13180	20334	0.01346s
9	14802	24706	0.02249s
10	16424	24594	0.01612s
11	18046	28962	0.01778s
12	19668	28878	0.02179s
13	21290	33242	0.02209s
14	22912	37604	0.02675s
15	24534	34769	0.02248s
16	26156	39101	0.02312s
17	27778	43431	0.0199s
18	29400	47759	0.02186s
19	31022	38745	0.02574s
20	32644	43069	0.02508s
21	34266	47389	0.01905s
22	35888	43104	0.01604s
23	37510	47416	0.02835s
24	39132	51724	0.02923s
25	40754	56032	0.03637s
26	42376	48117	0.02903s
27	43998	52421	0.02405s
28	45620	56725	0.02814s
29	47242	52775	0.02731s
30	48864	57063	0.03043s
31	50486	61347	0.03339s
32	52108	53360	0.03176s
33	53730	57644	0.02585s
34	55352	61920	0.02695s
35	56974	56177	0.03275s
36	58596	60449	0.03036s
37	60218	64717	0.04131s
38	61840	57676	0.03518s
39	63462	61916	0.03712s
40	65084	49096	0.04107s
41	66706	53304	0.02224s
42	68328	57512	0.03951s
43	69950	47309	0.02859s
44	71572	51495	0.03229s
45	73194	55681	0.03464s
46	74816	59867	0.04407s
47	76438	44262	0.02936s
This is the last UNSAT round.
