#iterationNumber	varNumber	clauseNumber	itertionTime
1	3026	7716	0.06079s
2	5848	10526	0.01922s
3	8670	18196	0.02522s
4	11492	25866	0.03259s
5	14314	24208	0.02445s
6	17136	31878	0.02744s
7	19958	39540	0.02631s
8	22780	37336	0.03354s
9	25602	44998	0.03123s
10	28424	52660	0.0307s
11	31246	50876	0.03506s
12	34068	58538	0.03467s
13	36890	59940	0.04218s
14	39712	67602	0.03032s
15	42534	69310	0.03315s
16	45356	76964	0.05874s
17	48178	77867	0.03596s
18	51000	80972	0.04123s
19	53822	88616	0.04596s
20	56644	89570	0.06633s
21	59466	91283	0.04892s
22	62288	98907	0.0493s
23	65110	98511	0.05141s
24	67932	106119	0.04922s
25	70754	104246	0.06081s
26	73576	111838	0.05603s
27	76398	119426	0.06824s
28	79220	112108	0.06547s
29	82042	119678	0.06069s
30	84864	117402	0.06695s
31	87686	117214	0.05069s
32	90508	124764	0.07061s
33	93330	124653	0.05356s
34	96152	132203	0.05178s
35	98974	139753	0.06989s
36	101796	135721	0.05997s
37	104618	143255	0.05731s
38	107440	150789	0.07316s
39	110262	140986	0.07752s
40	113084	148446	0.07754s
41	115906	125461	0.07174s
42	118728	132905	0.06332s
43	121550	116207	0.06693s
44	124372	123625	0.07264s
45	127194	131037	0.05407s
46	130016	122623	0.06137s
47	132838	130035	0.05487s
48	135660	137445	0.06901s
49	138482	125856	0.0777s
50	141304	133244	0.06888s
51	144126	140624	0.08122s
52	146948	147996	0.07506s
53	149770	126851	0.07006s
54	152592	134223	0.07311s
55	155414	141595	0.06115s
56	158236	148967	0.0729s
57	161058	136475	0.08015s
58	163880	143847	0.1052s
59	166702	126803	0.07441s
60	169524	134099	0.04391s
This is the last UNSAT round.
