#iterationNumber	varNumber	clauseNumber	itertionTime
1	3326	8456	0.05971s
2	6448	11507	0.01455s
3	9570	19997	0.0235s
4	12692	28487	0.03442s
5	15814	28013	0.0309s
6	18936	36501	0.02375s
7	22058	38888	0.03571s
8	25180	43776	0.03007s
9	28302	52256	0.04161s
10	31424	54588	0.04324s
11	34546	59778	0.03167s
12	37668	68254	0.03537s
13	40790	70672	0.03684s
14	43912	79148	0.0359s
15	47034	87624	0.03809s
16	50156	87050	0.06436s
17	53278	92118	0.04394s
18	56400	100588	0.05498s
19	59522	102439	0.04332s
20	62644	110909	0.04501s
21	65766	119379	0.04234s
22	68888	118064	0.1029s
23	72010	121816	0.05205s
24	75132	130266	0.0546s
25	78254	138716	0.06255s
26	81376	135938	0.05823s
27	84498	144388	0.1043s
28	87620	145725	0.05875s
29	90742	150592	0.06431s
30	93864	159024	0.07247s
31	96986	167456	0.1346s
32	100108	157705	0.0786s
33	103230	166111	0.08643s
34	106352	165172	0.0968s
35	109474	168344	0.07149s
36	112596	176736	0.06824s
37	115718	175019	0.1082s
38	118840	179416	0.07013s
39	121962	187808	0.07162s
40	125084	196200	0.1112s
41	128206	192593	0.0651s
42	131328	200985	0.1006s
43	134450	201821	0.09593s
44	137572	210213	0.1025s
45	140694	218601	0.08033s
46	143816	212001	0.1408s
47	146938	210631	0.1058s
48	150060	218985	0.1062s
49	153182	214718	0.1255s
50	156304	223030	0.09415s
51	159426	207236	0.1525s
52	162548	196529	0.08419s
53	165670	204773	0.08399s
54	168792	185490	0.08244s
55	171914	193734	0.08372s
56	175036	201972	0.08354s
57	178158	193798	0.1034s
58	181280	202034	0.1004s
59	184402	210270	0.09029s
60	187524	203202	0.09218s
61	190646	211404	0.07889s
This is the last UNSAT round.
