#iterationNumber	varNumber	clauseNumber	itertionTime
1	4826	12156	0.08178s
2	9448	16369	0.03699s
3	14070	28959	0.03838s
4	18692	33981	0.0513s
5	23314	46569	0.04535s
6	27936	51421	0.03822s
7	32558	64009	0.03892s
8	37180	76597	0.04672s
9	41802	77911	0.0524s
10	46424	90499	0.05203s
11	51046	95869	0.0552s
12	55668	108457	0.06354s
13	60290	113734	0.07716s
14	64912	126314	0.1004s
15	69534	130114	0.1152s
16	74156	138008	0.07573s
17	78778	150584	0.08596s
18	83400	154147	0.18s
19	88022	157072	0.1001s
20	92644	162876	0.09186s
21	97266	170058	0.07963s
22	101888	182578	0.1965s
23	106510	185289	0.07985s
24	111132	197795	0.07572s
25	115754	210301	0.1003s
26	120376	205961	0.09268s
27	124998	218463	0.2302s
28	129620	218400	0.1482s
29	134242	225894	0.3411s
30	138864	229324	0.1876s
31	143486	235629	0.09417s
32	148108	248085	0.1004s
33	152730	260541	0.1142s
34	157352	257610	0.1743s
35	161974	264622	0.07891s
36	166596	277076	0.1365s
37	171218	289530	0.3131s
38	175840	277219	0.1372s
39	180462	282892	0.1389s
40	185084	295312	0.1454s
41	189706	297418	0.2428s
42	194328	304606	0.2994s
43	198950	311594	0.2175s
44	203572	318371	0.1253s
45	208194	325551	0.2759s
46	212816	332843	0.1694s
47	217438	335447	0.1944s
48	222060	341051	0.1877s
49	226682	346244	0.1539s
50	231304	358642	0.1304s
51	235926	371040	0.1396s
52	240548	367847	0.1397s
53	245170	380245	0.1244s
54	249792	392635	0.1376s
55	254414	405025	0.2287s
56	259036	388422	0.1355s
57	263658	400790	0.189s
58	268280	413154	0.2304s
59	272902	403403	0.1554s
60	277524	415609	0.1366s
61	282146	427815	0.1651s
62	286768	340559	0.1454s
63	291390	352761	0.1925s
64	296012	349805	0.1428s
65	300634	361991	0.134s
66	305256	374175	0.181s
67	309878	386359	0.2047s
68	314500	360121	0.1582s
69	319122	372257	0.1475s
70	323744	384393	0.2153s
This is the last UNSAT round.
