#iterationNumber	varNumber	clauseNumber	itertionTime
1	1376	3646	0.02061s
2	2548	4985	0.01081s
3	3720	8137	0.009921s
4	4892	11289	0.01242s
5	6064	8692	0.01171s
6	7236	11836	0.01561s
7	8408	11262	0.01631s
8	9580	14402	0.01331s
9	10752	17534	0.01524s
10	11924	15055	0.009598s
11	13096	18177	0.01497s
12	14268	21299	0.01061s
13	15440	18312	0.01306s
14	16612	21426	0.01479s
15	17784	24540	0.0139s
16	18956	20955	0.01654s
17	20128	24057	0.01805s
18	21300	27159	0.01809s
19	22472	22785	0.01804s
20	23644	25883	0.01446s
21	24816	28975	0.02179s
22	25988	24733	0.01808s
23	27160	27797	0.01732s
24	28332	20486	0.02224s
25	29504	23526	0.02103s
26	30676	26558	0.01743s
This is the last UNSAT round.
