#iterationNumber	varNumber	clauseNumber	itertionTime
1	3176	8086	0.05488s
2	6148	11119	0.02912s
3	9120	19199	0.02646s
4	12092	21319	0.02476s
5	15064	29387	0.0312s
6	18036	31125	0.02786s
7	21008	36065	0.03255s
8	23980	40975	0.04334s
9	26952	45535	0.02744s
10	29924	53589	0.03588s
11	32896	61635	0.0453s
12	35868	59885	0.03771s
13	38840	64589	0.04579s
14	41812	72629	0.03257s
15	44784	73459	0.03733s
16	47756	81499	0.03619s
17	50728	89539	0.04647s
18	53700	97579	0.05051s
19	56672	92433	0.0462s
20	59644	100473	0.05088s
21	62616	108505	0.04984s
22	65588	116529	0.04693s
23	68560	108645	0.04294s
24	71532	116661	0.06373s
25	74504	124675	0.07342s
26	77476	119243	0.06734s
27	80448	127247	0.04827s
28	83420	126798	0.05362s
29	86392	134802	0.07377s
30	89364	135412	0.06088s
31	92336	143410	0.05726s
32	95308	143010	0.05558s
33	98280	151004	0.05945s
34	101252	158998	0.08934s
35	104224	152591	0.08866s
36	107196	160573	0.071s
37	110168	161045	0.1224s
38	113140	157476	0.05949s
39	116112	165418	0.0661s
40	119084	173360	0.08072s
41	122056	167453	0.08861s
42	125028	175385	0.08371s
43	128000	172344	0.06707s
44	130972	180268	0.0757s
45	133944	188192	0.07699s
46	136916	181577	0.07782s
47	139888	189501	0.08383s
48	142860	197425	0.08355s
49	145832	205349	0.08685s
50	148804	187425	0.07145s
51	151776	195319	0.08083s
52	154748	203213	0.08681s
53	157720	211107	0.1118s
54	160692	201094	0.1088s
55	163664	176082	0.08583s
56	166636	183906	0.09308s
57	169608	191730	0.1045s
58	172580	181808	0.0689s
59	175552	189530	0.06318s
60	178524	197248	0.07966s
61	181496	204958	0.07043s
62	184468	212650	0.09528s
63	187440	127291	0.08959s
64	190412	134981	0.03869s
This is the last UNSAT round.
