#iterationNumber	varNumber	clauseNumber	itertionTime
1	1226	3276	0.02049s
2	2248	4502	0.008869s
3	3270	7252	0.01271s
4	4292	10002	0.009379s
5	5314	8491	0.01073s
6	6336	11237	0.014s
7	7358	13983	0.008627s
8	8380	12191	0.01192s
9	9402	14935	0.003262s
10	10424	17679	0.009823s
11	11446	20419	0.01479s
12	12468	16623	0.009088s
13	13490	19363	0.01121s
14	14512	22101	0.01088s
15	15534	19304	0.01538s
16	16556	22020	0.01518s
17	17578	24736	0.01724s
18	18600	20689	0.01337s
19	19622	23405	0.01444s
20	20644	26107	0.01035s
21	21666	28809	0.01344s
22	22688	21937	0.01691s
23	23710	24639	0.01163s
24	24732	27337	0.02062s
25	25754	22748	0.01998s
26	26776	25406	0.01667s
27	27798	28060	0.01963s
This is the last UNSAT round.
