#iterationNumber	varNumber	clauseNumber	itertionTime
1	4076	10306	0.07132s
2	7948	13924	0.03151s
3	11820	24456	0.03766s
4	15692	34980	0.0372s
5	19564	34019	0.03704s
6	23436	44539	0.04187s
7	27308	47396	0.03874s
8	31180	57912	0.04067s
9	35052	61071	0.04493s
10	38924	71587	0.07924s
11	42796	73402	0.05163s
12	46668	80240	0.04554s
13	50540	90740	0.05529s
14	54412	93610	0.0558s
15	58284	104102	0.08408s
16	62156	101871	0.05942s
17	66028	112329	0.05597s
18	69900	114083	0.05943s
19	73772	124541	0.05531s
20	77644	134999	0.04625s
21	81516	145457	0.06971s
22	85388	155915	0.06605s
23	89260	145242	0.05049s
24	93132	155700	0.07871s
25	97004	166154	0.09207s
26	100876	163991	0.06274s
27	104748	174443	0.07292s
28	108620	184895	0.07014s
29	112492	195347	0.06759s
30	116364	189688	0.09481s
31	120236	200140	0.1057s
32	124108	210592	0.09652s
33	127980	209854	0.08953s
34	131852	220294	0.1048s
35	135724	219951	0.1842s
36	139596	217153	0.1511s
37	143468	214688	0.0976s
38	147340	225066	0.08221s
39	151212	235444	0.1112s
40	155084	222242	0.09806s
41	158956	232590	0.1088s
42	162828	242920	0.1184s
43	166700	230855	0.1089s
44	170572	241175	0.09387s
45	174444	238030	0.1284s
46	178316	248346	0.1549s
47	182188	240948	0.1137s
48	186060	238893	0.1061s
49	189932	249177	0.1418s
50	193804	245729	0.108s
51	197676	256003	0.164s
52	201548	247898	0.1051s
53	205420	258150	0.1043s
54	209292	268402	0.13s
55	213164	278636	0.1162s
56	217036	256837	0.1532s
57	220908	267009	0.1501s
58	224780	232068	0.116s
59	228652	242226	0.1141s
60	232524	252326	0.09966s
61	236396	262418	0.1306s
62	240268	212207	0.1017s
63	244140	222287	0.1074s
64	248012	232363	0.09772s
65	251884	242437	0.1217s
66	255756	252501	0.1069s
67	259628	213120	0.1292s
68	263500	223176	0.132s
69	267372	233208	0.07706s
This is the last UNSAT round.
