#iterationNumber	varNumber	clauseNumber	itertionTime
1	5112	12720	0.09092s
2	10020	16140	0.02899s
3	14928	29294	0.04377s
4	19836	33542	0.04153s
5	24744	46694	0.03712s
6	29652	50824	0.05538s
7	34560	59421	0.0583s
8	39468	67878	0.05704s
9	44376	76428	0.06285s
10	49284	84397	0.08128s
11	54192	97533	0.08404s
12	59100	101732	0.07434s
13	64008	110592	0.08796s
14	68916	116629	0.07698s
15	73824	124950	0.05599s
16	78732	138062	0.06914s
17	83640	142022	0.1111s
18	88548	149497	0.09644s
19	93456	162603	0.09495s
20	98364	166191	0.09697s
21	103272	179297	0.1854s
22	108180	183079	0.1203s
23	113088	191484	0.2654s
24	117996	194875	0.3783s
25	122904	200574	0.1226s
26	127812	208331	0.1042s
27	132720	221399	0.2034s
28	137628	223592	0.3823s
29	142536	223639	0.2714s
30	147444	229473	0.6364s
31	152352	232669	0.09835s
32	157260	240215	0.568s
33	162168	245139	0.09389s
34	167076	258129	0.162s
35	171984	259840	0.1796s
36	176892	272828	0.1323s
37	181800	274277	0.1142s
38	186708	287265	1.218s
39	191616	279498	0.3603s
40	196524	286330	0.4165s
41	201432	293158	0.1112s
42	206340	306116	0.4567s
43	211248	307697	0.308s
44	216156	306887	0.1421s
45	221064	319823	0.1262s
46	225972	332759	0.1405s
47	230880	327561	0.1318s
48	235788	340497	0.1834s
49	240696	353433	0.3489s
50	245604	348125	0.37s
51	250512	355101	0.2167s
52	255420	359053	0.2173s
53	260328	371981	0.2749s
54	265236	372784	0.4058s
55	270144	375437	0.7411s
56	275052	375085	0.2244s
57	279960	387989	0.1825s
58	284868	388587	0.4041s
59	289776	386584	0.1589s
60	294684	399470	0.2134s
61	299592	412356	0.1655s
62	304500	405813	0.2376s
63	309408	418699	0.4226s
64	314316	402892	0.3091s
65	319224	382343	0.3253s
66	324132	395087	0.2302s
67	329040	360692	0.2357s
68	333948	345589	0.1877s
69	338856	358279	0.1999s
70	343764	370969	0.1918s
71	348672	352128	0.5822s
72	353580	320552	0.7102s
73	358488	278750	0.1915s
74	363396	278491	0.1805s
75	368304	291043	0.4436s
76	373212	285674	0.192s
77	378120	298216	0.1864s
78	383028	310748	0.2014s
79	387936	285417	0.3305s
80	392844	255931	0.1955s
81	397752	258028	0.1599s
This is the last UNSAT round.
