#iterationNumber	varNumber	clauseNumber	itertionTime
1	1752	4530	0.02978s
2	3300	5811	0.01479s
3	4848	9935	0.01408s
4	6396	14051	0.01515s
5	7944	11639	0.009943s
6	9492	15751	0.01804s
7	11040	15281	0.01905s
8	12588	17075	0.01809s
9	14136	21175	0.01975s
10	15684	20588	0.01387s
11	17232	24680	0.01982s
12	18780	28758	0.01932s
13	20328	23765	0.02246s
14	21876	24842	0.01236s
15	23424	28898	0.02284s
16	24972	26808	0.02402s
17	26520	24775	0.02076s
18	28068	28783	0.02811s
19	29616	24431	0.02924s
20	31164	20179	0.02428s
21	32712	24135	0.02377s
22	34260	19763	0.03419s
23	35808	18869	0.02424s
24	37356	15324	0.0203s
25	38904	19230	0.02193s
26	40452	23132	0.02255s
This is the last UNSAT round.
