#iterationNumber	varNumber	clauseNumber	itertionTime
1	5144	12798	0.07707s
2	10084	16261	0.04345s
3	15024	29501	0.04304s
4	19964	34281	0.04972s
5	24904	42924	0.0524s
6	29844	51537	0.05775s
7	34784	60330	0.05858s
8	39724	69086	0.0665s
9	44664	77743	0.05868s
10	49604	90971	0.05336s
11	54544	94789	0.05268s
12	59484	108015	0.1584s
13	64424	106111	0.05841s
14	69364	113949	0.1104s
15	74304	121708	0.05631s
16	79244	130008	0.4359s
17	84184	135264	0.1967s
18	89124	139944	0.09385s
19	94064	146943	0.2064s
20	99004	154335	0.09106s
21	103944	161838	0.2177s
22	108884	162450	0.1208s
23	113824	169190	0.08015s
24	118764	182258	0.1507s
25	123704	182974	0.09315s
26	128644	196032	0.1903s
27	133584	191989	0.1945s
28	138524	194392	0.3017s
29	143464	185935	0.1015s
30	148404	192479	0.1133s
31	153344	205421	0.09089s
32	158284	218363	0.1189s
33	163224	205706	0.1322s
34	168164	206739	0.1421s
35	173104	209912	0.126s
36	178044	222824	0.09838s
37	182984	220535	0.111s
38	187924	233439	0.1557s
39	192864	228159	0.1172s
40	197804	241055	0.1119s
41	202744	253943	0.117s
42	207684	266831	0.1412s
43	212624	249015	0.1668s
44	217564	261851	0.2536s
45	222504	233809	0.1129s
46	227444	246615	0.2454s
47	232384	242145	0.1113s
48	237324	246310	0.1282s
49	242264	259110	0.149s
50	247204	271910	0.3007s
51	252144	259097	0.2289s
52	257084	261140	0.1257s
53	262024	273782	0.1818s
54	266964	207441	0.2887s
55	271904	209438	0.2114s
56	276844	209366	0.1412s
57	281784	205713	0.3544s
58	286724	187221	0.1489s
59	291664	199765	0.1452s
60	296604	212305	0.168s
61	301544	188776	0.1324s
62	306484	201312	0.1769s
63	311424	192231	0.1696s
This is the last UNSAT round.
