#iterationNumber	varNumber	clauseNumber	itertionTime
1	3512	8820	0.07453s
2	6820	11303	0.0286s
3	10128	20157	0.02369s
4	13436	29011	0.03327s
5	16744	29069	0.03812s
6	20052	34817	0.05772s
7	23360	40613	0.03949s
8	26668	46561	0.03717s
9	29976	55415	0.04156s
10	33284	58209	0.06364s
11	36592	63962	0.05032s
12	39900	69382	0.05099s
13	43208	78222	0.04161s
14	46516	80429	0.07277s
15	49824	86206	0.08457s
16	53132	91563	0.08276s
17	56440	97042	0.06657s
18	59748	101974	0.1336s
19	63056	106948	0.07868s
20	66364	112533	0.1256s
21	69672	116683	0.06848s
22	72980	111099	0.06937s
23	76288	119857	0.09293s
24	79596	120978	0.05596s
25	82904	125292	0.05173s
26	86212	134048	0.06856s
27	89520	142804	0.1002s
28	92828	139743	0.1054s
29	96136	143528	0.0905s
30	99444	137144	0.07411s
31	102752	145848	0.07639s
32	106060	145795	0.1994s
33	109368	131481	0.09514s
34	112676	117276	0.09985s
35	115984	112443	0.07965s
36	119292	110809	0.07424s
37	122600	119333	0.06387s
38	125908	127857	0.08299s
39	129216	120140	0.06992s
40	132524	128662	0.1002s
41	135832	137182	0.1113s
42	139140	127662	0.08497s
43	142448	130794	0.09593s
44	145756	139308	0.1053s
45	149064	147822	0.1369s
46	152372	135625	0.1071s
47	155680	144119	0.08384s
48	158988	135179	0.09973s
49	162296	143665	0.1558s
50	165604	134341	0.07752s
51	168912	134354	0.08361s
52	172220	142828	0.1512s
53	175528	137938	0.09027s
54	178836	137102	0.109s
55	182144	133586	0.0725s
This is the last UNSAT round.
