#iterationNumber	varNumber	clauseNumber	itertionTime
1	2872	7260	0.04496s
2	5540	9233	0.02223s
3	8208	16367	0.01963s
4	10876	18334	0.02343s
5	13544	25468	0.03323s
6	16212	26908	0.0297s
7	18880	31469	0.05204s
8	21548	35863	0.02851s
9	24216	40165	0.02897s
10	26884	47283	0.03189s
11	29552	48890	0.03477s
12	32220	55974	0.02842s
13	34888	55203	0.0308s
14	37556	62283	0.04364s
15	40224	63164	0.05625s
16	42892	67195	0.0356s
17	45560	70940	0.04203s
18	48228	78006	0.05124s
19	50896	77600	0.04072s
20	53564	79778	0.05444s
21	56232	86838	0.07454s
22	58900	87175	0.03997s
23	61568	94185	0.05257s
24	64236	101195	0.07515s
25	66904	87858	0.04749s
26	69572	91331	0.07021s
27	72240	94121	0.07823s
28	74908	95923	0.07258s
29	77576	97567	0.08474s
30	80244	100737	0.07538s
31	82912	103164	0.05401s
32	85580	110150	0.06175s
33	88248	117132	0.1279s
34	90916	110178	0.0519s
35	93584	111643	0.1483s
36	96252	102581	0.09439s
37	98920	102523	0.07327s
38	101588	109443	0.05573s
39	104256	116359	0.05374s
40	106924	109515	0.06524s
41	109592	116423	0.1247s
42	112260	95672	0.07842s
43	114928	94495	0.0684s
44	117596	96307	0.07142s
45	120264	96747	0.08269s
46	122932	63284	0.05938s
47	125600	69988	0.07505s
48	128268	46739	0.05128s
49	130936	53425	0.06597s
50	133604	60111	0.05014s
51	136272	49248	0.06369s
52	138940	55922	0.06731s
53	141608	38960	0.04322s
This is the last UNSAT round.
