#iterationNumber	varNumber	clauseNumber	itertionTime
1	1432	3750	0.02794s
2	2660	4800	0.007831s
3	3888	8064	0.005539s
4	5116	11328	0.01752s
5	6344	9536	0.01007s
6	7572	12800	0.01454s
7	8800	16064	0.01271s
8	10028	13846	0.01022s
9	11256	17096	0.01589s
10	12484	15762	0.01513s
11	13712	19012	0.01609s
12	14940	22262	0.0138s
13	16168	19730	0.01683s
14	17396	22960	0.02079s
15	18624	20295	0.01694s
16	19852	23503	0.01683s
17	21080	26705	0.01455s
18	22308	20680	0.01689s
19	23536	23872	0.01378s
20	24764	27064	0.02106s
21	25992	20993	0.0164s
22	27220	24165	0.01719s
23	28448	20598	0.0227s
24	29676	19544	0.02123s
25	30904	22686	0.02088s
26	32132	15268	0.02029s
27	33360	18400	0.0209s
28	34588	14769	0.01686s
29	35816	17891	0.02017s
30	37044	13237	0.01816s
31	38272	16343	0.02699s
32	39500	12134	0.01292s
This is the last UNSAT round.
