#iterationNumber	varNumber	clauseNumber	itertionTime
1	5144	12798	0.08881s
2	10084	16317	0.03575s
3	15024	29557	0.03864s
4	19964	42797	0.04795s
5	24904	43485	0.04373s
6	29844	52457	0.04734s
7	34784	65697	0.05456s
8	39724	78937	0.05079s
9	44664	79325	0.2239s
10	49604	88293	0.1701s
11	54544	96580	0.08601s
12	59484	105430	0.1197s
13	64424	114267	0.05492s
14	69364	123169	0.08275s
15	74304	136399	0.2278s
16	79244	140857	0.1235s
17	84184	149427	0.1143s
18	89124	158086	0.2377s
19	94064	155891	0.2453s
20	99004	156242	0.1041s
21	103944	169348	0.5037s
22	108884	148170	0.1506s
23	113824	152165	0.09112s
24	118764	165125	0.4582s
25	123704	157429	0.08848s
26	128644	161127	0.2761s
27	133584	164599	0.1685s
28	138524	166745	0.1129s
29	143464	171922	0.2363s
30	148404	161873	0.214s
31	153344	158430	0.1044s
32	158284	163215	0.1461s
33	163224	167702	0.2619s
34	168164	166365	0.2356s
35	173104	163279	0.09041s
36	178044	166479	0.1121s
37	182984	179201	0.1205s
38	187924	172729	0.1419s
39	192864	185447	0.1261s
40	197804	179743	0.115s
41	202744	192449	0.2502s
42	207684	169630	0.1132s
43	212624	172341	0.1348s
44	217564	184981	0.1062s
45	222504	197621	0.1552s
46	227444	183967	0.1375s
47	232384	196607	0.1318s
48	237324	190655	0.2478s
49	242264	188726	0.1202s
50	247204	182496	0.1992s
51	252144	183579	0.1426s
52	257084	196139	0.137s
53	262024	181068	0.1127s
54	266964	193602	0.2492s
55	271904	168698	0.117s
56	276844	168633	0.2842s
57	281784	148542	0.1274s
58	286724	146022	0.1116s
This is the last UNSAT round.
