#iterationNumber	varNumber	clauseNumber	itertionTime
1	1592	4140	0.03356s
2	2980	5313	0.01479s
3	4368	9007	0.01175s
4	5756	12701	0.01342s
5	7144	10933	0.01052s
6	8532	14623	0.01455s
7	9920	14536	0.0149s
8	11308	18226	0.01207s
9	12696	21916	0.01404s
10	14084	25606	0.01874s
11	15472	22264	0.0154s
12	16860	25954	0.02166s
13	18248	29640	0.01779s
14	19636	27474	0.01112s
15	21024	31158	0.02118s
16	22412	30672	0.02103s
17	23800	34352	0.02455s
18	25188	34282	0.0197s
19	26576	37962	0.024s
20	27964	41640	0.0255s
21	29352	39181	0.0147s
22	30740	42859	0.01533s
23	32128	46537	0.02043s
24	33516	42093	0.02514s
25	34904	45759	0.0233s
26	36292	49425	0.02669s
27	37680	53091	0.02489s
28	39068	48729	0.02564s
29	40456	52395	0.02632s
30	41844	52207	0.02241s
31	43232	55871	0.02921s
32	44620	59535	0.02907s
33	46008	57058	0.03308s
34	47396	60710	0.03069s
35	48784	57860	0.02777s
36	50172	61512	0.03972s
37	51560	60910	0.03071s
38	52948	64562	0.03341s
39	54336	68214	0.03417s
40	55724	65786	0.02862s
41	57112	69438	0.04458s
42	58500	66421	0.02915s
43	59888	70063	0.05444s
44	61276	60244	0.0453s
45	62664	56732	0.03391s
46	64052	60326	0.03668s
47	65440	53814	0.03453s
48	66828	57408	0.03875s
49	68216	61002	0.04275s
50	69604	56864	0.04356s
51	70992	41541	0.03268s
52	72380	45085	0.0422s
53	73768	40789	0.03707s
54	75156	35968	0.02754s
55	76544	32208	0.04743s
56	77932	30789	0.01738s
This is the last UNSAT round.
