#iterationNumber	varNumber	clauseNumber	itertionTime
1	4792	11940	0.07559s
2	9380	15184	0.03548s
3	13968	27478	0.04116s
4	18556	39772	0.03756s
5	23144	40582	0.03841s
6	27732	52876	0.05387s
7	32320	57384	0.08452s
8	36908	65293	0.05932s
9	41496	73143	0.04777s
10	46084	81315	0.06159s
11	50672	93597	0.07476s
12	55260	97879	0.1088s
13	59848	106096	0.1321s
14	64436	114357	0.05998s
15	69024	121399	0.1317s
16	73612	129381	0.08051s
17	78200	137291	0.07363s
18	82788	149555	0.3345s
19	87376	143335	0.1119s
20	91964	149925	0.1642s
21	96552	157432	0.167s
22	101140	164997	0.2742s
23	105728	166420	0.07759s
24	110316	173683	0.1294s
25	114904	185865	0.1718s
26	119492	187596	0.3564s
27	124080	187083	0.447s
28	128668	166135	0.2051s
29	133256	171951	0.1734s
30	137844	177540	0.1402s
31	142432	181799	0.09116s
32	147020	193825	0.08915s
33	151608	205851	0.139s
34	156196	199960	0.1073s
35	160784	211968	0.09619s
36	165372	223964	0.1008s
37	169960	209154	0.1946s
38	174548	197828	0.1178s
39	179136	182084	0.1012s
40	183724	193962	0.1458s
41	188312	191153	0.1792s
42	192900	190828	0.2044s
43	197488	161119	0.1233s
44	202076	150546	0.1157s
45	206664	148067	0.123s
46	211252	159775	0.1731s
47	215840	152245	0.1481s
48	220428	152461	0.1811s
49	225016	164131	0.2543s
50	229604	144138	0.1475s
51	234192	135282	0.14s
52	238780	146902	0.2148s
53	243368	130265	0.1872s
54	247956	126553	0.1489s
55	252544	128553	0.06396s
This is the last UNSAT round.
