#iterationNumber	varNumber	clauseNumber	itertionTime
1	1272	3360	0.02409s
2	2340	4300	0.01156s
3	3408	7134	0.009758s
4	4476	9968	0.01028s
5	5544	8040	0.0104s
6	6612	10872	0.01046s
7	7680	13704	0.009115s
8	8748	11573	0.006113s
9	9816	14393	0.01409s
10	10884	13187	0.01408s
11	11952	15999	0.01528s
12	13020	14051	0.01504s
13	14088	16841	0.009037s
14	15156	15207	0.008319s
15	16224	17995	0.0143s
16	17292	15082	0.01565s
17	18360	17848	0.01626s
18	19428	15712	0.01508s
19	20496	18464	0.01513s
20	21564	14970	0.01817s
21	22632	9237	0.01716s
22	23700	8972	0.017s
23	24768	11670	0.01477s
This is the last UNSAT round.
