#iterationNumber	varNumber	clauseNumber	itertionTime
1	5144	12798	0.06088s
2	10084	16328	0.032s
3	15024	29568	0.04156s
4	19964	42808	0.04776s
5	24904	42826	0.06802s
6	29844	51655	0.05321s
7	34784	60238	0.04391s
8	39724	69101	0.1333s
9	44664	77722	0.04975s
10	49604	86595	0.0633s
11	54544	99825	0.2798s
12	59484	99958	0.267s
13	64424	100389	0.07701s
14	69364	113499	0.3125s
15	74304	112811	0.07155s
16	79244	119814	0.2429s
17	84184	126944	0.06878s
18	89124	140024	0.09588s
19	94064	139404	0.06704s
20	99004	152468	0.08287s
21	103944	165528	0.07393s
22	108884	178588	0.2708s
23	113824	168024	0.08861s
24	118764	175330	0.1242s
25	123704	188386	0.2052s
26	128644	186509	0.1357s
27	133584	193784	0.1007s
28	138524	199782	0.08878s
29	143464	212818	0.1784s
30	148404	213859	0.2397s
31	153344	216389	0.1215s
32	158284	229397	0.1453s
33	163224	228198	0.2135s
34	168164	228237	0.1472s
35	173104	230559	0.2731s
36	178044	237274	0.1312s
37	182984	244056	0.2292s
38	187924	227864	0.2915s
39	192864	217769	0.1374s
40	197804	230609	0.2764s
41	202744	222533	0.2749s
42	207684	211233	0.1609s
43	212624	223985	0.1127s
44	217564	217722	0.1542s
45	222504	230470	0.1469s
46	227444	214557	0.1413s
47	232384	227271	0.1833s
48	237324	221501	0.1357s
49	242264	225719	0.182s
50	247204	230230	0.1947s
51	252144	234898	0.1559s
52	257084	239256	0.1314s
53	262024	251830	0.3083s
54	266964	155598	0.2312s
55	271904	155884	0.1207s
56	276844	168364	0.1178s
57	281784	154925	0.1154s
58	286724	167397	0.1189s
59	291664	179869	0.1683s
60	296604	160230	0.1108s
61	301544	172694	0.1931s
62	306484	155384	0.2333s
63	311424	142328	0.1984s
This is the last UNSAT round.
