#iterationNumber	varNumber	clauseNumber	itertionTime
1	5144	12798	0.08442s
2	10084	16303	0.03635s
3	15024	29543	0.05155s
4	19964	34222	0.0433s
5	24904	43110	0.0514s
6	29844	52046	0.05225s
7	34784	60998	0.06175s
8	39724	69744	0.04665s
9	44664	78516	0.04725s
10	49604	91744	0.06003s
11	54544	104972	0.09038s
12	59484	104408	0.07214s
13	64424	113083	0.1111s
14	69364	121851	0.06668s
15	74304	130595	0.06938s
16	79244	143821	0.05877s
17	84184	157047	0.06465s
18	89124	170273	0.06376s
19	94064	166179	0.09851s
20	99004	179405	0.07998s
21	103944	192631	0.1488s
22	108884	192731	0.2008s
23	113824	201447	0.4112s
24	118764	206224	0.2614s
25	123704	214815	0.3456s
26	128644	221485	0.3293s
27	133584	228521	0.413s
28	138524	235456	0.09067s
29	143464	242977	0.2617s
30	148404	250832	0.09716s
31	153344	264010	0.1591s
32	158284	277186	0.3961s
33	163224	273166	0.3305s
34	168164	279336	0.182s
35	173104	287556	0.1982s
36	178044	289156	0.4342s
37	182984	292313	0.2756s
38	187924	297648	0.1306s
39	192864	310762	0.587s
40	197804	313280	0.1855s
41	202744	321278	0.4043s
42	207684	327031	0.4778s
43	212624	328179	0.1628s
44	217564	336090	0.1839s
45	222504	349178	0.1968s
46	227444	362266	0.1724s
47	232384	359045	0.7907s
48	237324	348978	0.4114s
49	242264	352030	0.1721s
50	247204	365000	0.1721s
51	252144	342109	0.3961s
52	257084	347779	0.3382s
53	262024	316331	0.33s
54	266964	313226	0.3098s
55	271904	305738	0.408s
56	276844	306482	0.1638s
57	281784	296783	0.3399s
58	286724	290816	0.2176s
59	291664	296112	0.2584s
60	296604	287987	0.1653s
61	301544	284964	0.2197s
62	306484	297684	0.2745s
63	311424	283233	0.1823s
64	316364	295921	0.2077s
65	321304	286377	0.1662s
66	326244	287017	0.1576s
67	331184	299697	0.3756s
68	336124	244635	0.1506s
69	341064	257195	0.1505s
70	346004	235631	0.1584s
71	350944	248189	0.2085s
72	355884	241258	0.1824s
73	360824	253814	0.2371s
74	365764	223983	0.1358s
This is the last UNSAT round.
