#iterationNumber	varNumber	clauseNumber	itertionTime
1	10909	29621	0.3241s
2	19209	36018	0.101s
3	27509	58284	0.1012s
4	35809	80548	0.1101s
5	44109	58212	0.111s
6	52409	80474	0.1272s
7	60709	102736	0.2045s
8	69009	80085	0.2434s
9	77309	87103	0.2407s
10	85609	94113	0.21s
11	93909	116371	0.2074s
12	102209	138629	0.303s
13	110509	114250	0.303s
14	118809	136504	0.3576s
15	127109	128109	0.3733s
16	135409	135199	0.3697s
17	143709	140447	0.2064s
18	152009	146672	0.1708s
19	160309	168896	0.1811s
20	168609	160192	0.2061s
21	176909	182410	0.2119s
22	185209	174001	0.197s
23	193509	196219	0.1872s
24	201809	189097	0.2356s
25	210109	195799	0.2856s
26	218409	201973	0.9916s
27	226709	204602	0.4607s
28	235009	210058	0.5299s
29	243309	215049	0.3644s
30	251609	237221	0.5261s
31	259909	227234	0.6308s
32	268209	233090	0.7808s
33	276509	234331	0.5005s
34	284809	256465	0.4851s
35	293109	244241	0.6033s
36	301409	249160	0.5431s
37	309709	254852	0.3234s
38	318009	260752	1.136s
39	326309	265859	0.8797s
40	334609	269514	0.5163s
41	342909	273840	0.9577s
42	351209	279854	0.7821s
43	359509	280451	0.7684s
44	367809	255916	0.2773s
45	376109	277896	0.3329s
46	384409	265857	0.4022s
47	392709	268281	0.829s
This is the last UNSAT round.
