#iterationNumber	varNumber	clauseNumber	itertionTime
1	11209	30361	0.3269s
2	19809	37116	0.1082s
3	28409	60182	0.1173s
4	37009	52508	0.1172s
5	45609	59535	0.1225s
6	54209	66551	0.1419s
7	62809	73740	0.1259s
8	71409	96796	0.1283s
9	80009	87774	0.1361s
10	88609	110830	0.1488s
11	97209	102675	0.1749s
12	105809	110014	0.1812s
13	114409	116760	0.1613s
14	123009	139802	0.2241s
15	131609	131728	0.1648s
16	140209	154762	0.3472s
17	148809	146065	0.2179s
18	157409	153327	0.2391s
19	166009	160418	0.2698s
20	174609	166381	0.2446s
21	183209	173633	0.2128s
22	191809	196643	0.1977s
23	200409	188171	0.2066s
24	209009	211179	0.312s
25	217609	201653	0.3559s
26	226209	208605	0.2044s
27	234809	215209	0.3545s
28	243409	221880	0.9447s
29	252009	227174	0.2753s
30	260609	233782	0.4451s
31	269209	238157	0.9518s
32	277809	244807	1.408s
33	286409	241212	1.574s
34	295009	214499	0.2321s
35	303609	237283	0.2455s
36	312209	260065	0.4317s
37	320809	218643	0.5676s
This is the last UNSAT round.
