#iterationNumber	varNumber	clauseNumber	itertionTime
1	9259	25551	0.2833s
2	15909	29808	0.07868s
3	22559	47674	0.08244s
4	29209	65536	0.08487s
5	35859	83398	0.1003s
6	42509	42559	0.09207s
7	49159	46495	0.09689s
8	55809	64349	0.1092s
9	62459	54346	0.1669s
10	69109	58151	0.1079s
11	75759	75995	0.1071s
12	82409	64880	0.1046s
13	89059	82722	0.1043s
14	95709	100562	0.1085s
15	102359	118402	0.1334s
16	109009	77658	0.1196s
17	115659	80373	0.1278s
18	122309	98203	0.1262s
19	128959	116033	0.1308s
20	135609	88186	0.2163s
21	142259	90273	0.1538s
22	148909	92395	0.3043s
23	155559	93620	0.4072s
24	162209	94149	0.2015s
25	168859	93257	0.4237s
This is the last UNSAT round.
