#iterationNumber	varNumber	clauseNumber	itertionTime
1	9109	25181	0.2751s
2	15609	29322	0.07991s
3	22109	46788	0.08791s
4	28609	35187	0.1166s
5	35109	37923	0.09615s
6	41609	40618	0.09717s
7	48109	43415	0.09891s
8	54609	60853	0.127s
9	61109	49227	0.1081s
10	67609	51978	0.138s
11	74109	55103	0.1533s
12	80609	57664	0.1172s
13	87109	60243	0.116s
14	93609	62702	0.1117s
15	100109	80120	0.1399s
16	106609	68155	0.1151s
17	113109	85563	0.1241s
18	119609	71760	0.1126s
19	126109	89166	0.5986s
This is the last UNSAT round.
