#iterationNumber	varNumber	clauseNumber	itertionTime
1	10159	27771	0.3049s
2	17709	33366	0.1019s
3	25259	38771	0.09508s
4	32809	59037	0.1005s
5	40359	51032	0.1243s
6	47909	57254	0.1361s
7	55459	62535	0.1218s
8	63009	68276	0.131s
9	70559	88530	0.1208s
10	78109	79238	0.1605s
11	85659	84251	0.235s
12	93209	88268	0.1194s
13	100759	108494	0.1755s
14	108309	99303	0.1343s
15	115859	119523	0.1718s
16	123409	110303	0.1775s
17	130959	115724	0.1755s
18	138509	120369	0.1952s
19	146059	124902	0.2313s
20	153609	129582	0.1611s
21	161159	149784	0.1786s
22	168709	139358	0.2131s
23	176259	143906	0.2025s
24	183809	148253	0.3932s
25	191359	148482	0.2892s
26	198909	151887	0.1678s
27	206459	172037	0.343s
28	214009	158500	0.2068s
29	221559	178640	0.2396s
30	229109	168074	0.4098s
31	236659	167411	0.1799s
32	244209	187525	0.3435s
33	251759	173304	0.2951s
34	259309	177419	0.2057s
35	266859	181638	0.9242s
This is the last UNSAT round.
