#iterationNumber	varNumber	clauseNumber	itertionTime
1	12109	32581	0.6011s
2	21609	40551	0.1979s
3	31109	66017	0.2226s
4	40609	59773	0.2475s
5	50109	68971	0.284s
6	59609	77916	0.274s
7	69109	86794	0.2788s
8	78609	95929	0.2883s
9	88109	104930	0.2693s
10	97609	130362	0.4105s
11	107109	123564	0.2944s
12	116609	133001	0.3372s
13	126109	142885	0.4431s
14	135609	152287	0.5111s
15	145109	161220	0.3092s
16	154609	186610	0.3868s
17	164109	179919	0.4051s
18	173609	189362	0.1828s
19	183109	198586	0.1938s
20	192609	223976	0.3324s
21	202109	216550	0.2855s
22	211609	223854	2.042s
23	221109	230961	0.6353s
24	230609	240399	0.9252s
25	240109	249835	1.083s
26	249609	252213	1.273s
27	259109	259162	1.324s
28	268609	264896	0.5705s
29	278109	273293	0.446s
30	287609	280520	0.5453s
31	297109	288810	0.261s
32	306609	297317	0.6131s
33	316109	301125	0.5472s
34	325609	307289	1.047s
35	335109	309904	0.5426s
36	344609	316590	0.4995s
37	354109	341824	0.4317s
38	363609	367058	0.5389s
39	373109	342041	1.44s
40	382609	340170	0.837s
41	392109	346302	0.3069s
42	401609	354246	0.2988s
43	411109	379436	3.117s
This is the last UNSAT round.
