#iterationNumber	varNumber	clauseNumber	itertionTime
1	12559	33691	0.3653s
2	22509	42245	0.1181s
3	32459	68911	0.1346s
4	42409	65067	0.1363s
5	52359	91729	0.1475s
6	62309	87834	0.14s
7	72259	114494	0.1736s
8	82209	110930	0.3501s
9	92159	122340	0.3954s
10	102109	148998	0.2725s
11	112059	144563	0.1597s
12	122009	155497	0.1556s
13	131959	182155	0.1813s
14	141909	208813	0.2051s
15	151859	188005	0.4171s
16	161809	214659	0.2492s
17	171759	209340	0.2308s
18	181709	219905	0.2456s
19	191659	246551	0.226s
20	201609	242336	0.5171s
21	211559	252782	0.3282s
22	221509	263102	0.4896s
23	231459	289740	0.2384s
24	241409	284987	0.3931s
25	251359	295146	0.5562s
26	261309	303786	0.2488s
27	271259	330406	0.2819s
28	281209	324207	0.2803s
29	291159	350823	0.2764s
30	301109	344827	0.3004s
31	311059	371443	0.3316s
32	321009	365856	0.277s
33	330959	392472	0.3282s
34	340909	419086	0.716s
35	350859	396043	0.759s
36	360809	422645	0.6367s
37	370759	416342	0.6007s
38	380709	425979	0.8749s
39	390659	433436	0.8365s
40	400609	440873	0.8636s
41	410559	450404	1.941s
42	420509	458772	2.393s
43	430459	466401	0.5614s
44	440409	492957	0.8098s
45	450359	487562	0.7s
46	460309	496233	0.5915s
47	470259	504794	0.363s
48	480209	531340	0.4626s
49	490159	524695	0.7117s
50	500109	534075	3.082s
51	510059	538330	0.7375s
52	520009	547960	3.282s
53	529959	547641	1.142s
54	539909	555738	1.92s
55	549859	563144	1.914s
56	559809	570514	2.555s
57	569759	569986	0.8254s
58	579709	578464	1.96s
59	589659	572426	1.181s
60	599609	578011	0.5357s
61	609559	604407	1.171s
62	619509	594377	1.423s
63	629459	591101	0.9195s
64	639409	599391	0.8322s
65	649359	575255	2.693s
This is the last UNSAT round.
