#iterationNumber	varNumber	clauseNumber	itertionTime
1	2592	6859	0.05923s
2	4908	9641	0.02487s
3	7224	15827	0.02694s
4	9540	17325	0.06154s
5	11856	20794	0.06105s
6	14172	26964	0.06783s
7	16488	28240	0.06512s
8	18804	34410	0.06716s
9	21120	35758	0.07522s
10	23436	41924	0.0803s
11	25752	42899	0.03599s
12	28068	49061	0.04863s
13	30384	49839	0.03547s
14	32700	53452	0.03818s
15	35016	59614	0.0501s
16	37332	60804	0.04073s
17	39648	64509	0.05291s
18	41964	66980	0.0437s
19	44280	73130	0.08285s
20	46596	71560	0.0556s
21	48912	75199	0.04194s
22	51228	81337	0.05173s
23	53544	87475	0.05151s
24	55860	85802	0.07383s
25	58176	87817	0.05444s
26	60492	93951	0.08257s
27	62808	94952	0.04853s
28	65124	101078	0.05998s
29	67440	100370	0.05398s
30	69756	106496	0.174s
31	72072	106112	0.05656s
32	74388	109473	0.06107s
33	76704	115595	0.1114s
34	79020	115887	0.1051s
35	81336	118032	0.2399s
36	83652	114331	0.0594s
37	85968	117553	0.0706s
38	88284	123647	0.1437s
39	90600	123170	0.107s
40	92916	122123	0.09928s
41	95232	69723	0.05036s
42	97548	75425	0.05097s
This is the last UNSAT round.
